"","OTU","Sample","Abundance","sample_id","collection_date","Location","sublocation1","sublocation2","distance","distance_bin","sample_type","composition","target_gene","target_subfragment","TKN","NH3","TS","VS","TSS","pH","DO","Kingdom","Phylum"
"776","OTU594","16Lf",0.0487889876285067,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","BRC1"
"451","OTU406","11Sf",0.048768976638087,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","WS3"
"867","OTU714","6Lf",0.0482705265454834,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","Lentisphaerae"
"737","OTU582","14Sf",0.0481492627144147,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Crenarchaeota"
"1026","OTU833","9Sf",0.0478739609174392,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","OP11"
"726","OTU549","19Lf",0.0478333274279843,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","MVP-15"
"510","OTU410","18Lf",0.0477995151763461,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","NKB19"
"775","OTU594","4Sf",0.0476380395284942,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","BRC1"
"757","OTU594","14Sf",0.047146153074531,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","BRC1"
"424","OTU348","15Lf",0.0470920649870497,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Tenericutes"
"562","OTU444","15Lf",0.0470920649870497,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Armatimonadetes"
"762","OTU594","15Lf",0.0470920649870497,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","BRC1"
"914","OTU769","6Lf",0.0462868062764909,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","Elusimicrobia"
"831","OTU71","19Lf",0.0460617227084293,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","GN04"
"460","OTU406","5Sf",0.0453407029968046,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","WS3"
"555","OTU433","4Lf",0.044784235948946,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","OP3"
"614","OTU459","18Lf",0.0443852640923213,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Chlamydiae"
"909","OTU769","21Lf",0.0442398643310827,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Elusimicrobia"
"413","OTU31","21Lf",0.0442398643310827,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Chlorobi"
"774","OTU594","8Sf",0.0440000977779951,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","BRC1"
"750","OTU582","16Sf",0.0438208254090674,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Crenarchaeota"
"1042","OTU890","10Sf",0.0437484464330102,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","TM6"
"676","OTU535","18Sf",0.0436919716002185,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","SR1"
"597","OTU459","4Lf",0.0431847989507693,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Chlamydiae"
"306","OTU238","4Lf",0.0431847989507693,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","GN02"
"501","OTU41","4Lf",0.0415853619525927,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","OP8"
"789","OTU620","11Lf",0.04106232200808,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Cyanobacteria"
"727","OTU549","6Lf",0.0409968855591777,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","MVP-15"
"784","OTU594","7Sf",0.0405741948120995,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","BRC1"
"687","OTU535","8Lf",0.0403833310035258,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","SR1"
"546","OTU433","16Sf",0.040315159376342,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","OP3"
"519","OTU410","5Sf",0.0399430002590897,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","NKB19"
"813","OTU71","15Lf",0.0392433874892081,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","GN04"
"1005","OTU813","7Sf",0.039175084646165,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","WS1"
"543","OTU433","10Lf",0.0391656875244786,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","OP3"
"1028","OTU833","19Lf",0.0389753038302094,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","OP11"
"915","OTU769","7Lf",0.0388857466063348,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Elusimicrobia"
"609","OTU459","8Lf",0.0388301259649286,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Chlamydiae"
"1038","OTU890","16Lf",0.0383342045652553,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","TM6"
"787","OTU620","21Lf",0.0379198837123566,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Cyanobacteria"
"729","OTU582","10Sf",0.0377827491921452,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Crenarchaeota"
"191","OTU133","7Lf",0.0377073906485671,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Caldiserica"
"1004","OTU813","18Lf",0.0375567619242719,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","WS1"
"778","OTU594","8Lf",0.0372769209263315,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","BRC1"
"891","OTU732","19Lf",0.0372036991106544,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Fibrobacteres"
"981","OTU813","19Lf",0.0372036991106544,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","WS1"
"568","OTU444","11Lf",0.0370885489105239,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Armatimonadetes"
"1039","OTU890","20Lf",0.0368969652246103,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","TM6"
"292","OTU238","10Lf",0.0366657500229161,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","GN02"
"284","OTU238","11Sf",0.036183434279871,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","GN02"
"1057","OTU890","9Lf",0.0358991234630688,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","TM6"
"841","OTU714","11Lf",0.0357639578780052,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Lentisphaerae"
"768","OTU594","16Sf",0.0350566603272539,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","BRC1"
"992","OTU813","16Sf",0.0350566603272539,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","WS1"
"525","OTU410","10Lf",0.0349991250218745,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","NKB19"
"702","OTU549","16Lf",0.0348492768775048,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","MVP-15"
"821","OTU71","17Lf",0.0346030739063987,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","GN04"
"887","OTU732","17Lf",0.0346030739063987,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Fibrobacteres"
"553","OTU433","9Lf",0.0344033266521076,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","OP3"
"239","OTU168","5Lf",0.0343845538604137,"5Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","liquid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Planctomycetes"
"1060","OTU890","8Sf",0.0342222982717739,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","TM6"
"996","OTU813","8Lf",0.0341705108491372,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","WS1"
"991","OTU813","16Lf",0.0336876343149213,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","WS1"
"1064","OTU890","19Lf",0.0336604896715445,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","TM6"
"753","OTU582","7Sf",0.0335786439824272,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Crenarchaeota"
"473","OTU406","4Sf",0.0332358415315076,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","WS3"
"715","OTU549","14Sf",0.0331026181161601,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","MVP-15"
"752","OTU582","8Sf",0.0330000733334963,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Crenarchaeota"
"65","OTU1028","18Lf",0.0324353852982348,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","ABY1_OD1"
"585","OTU444","5Sf",0.032386216426289,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Armatimonadetes"
"818","OTU71","7Lf",0.0318156108597285,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","GN04"
"598","OTU459","15Lf",0.0313947099913665,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Chlamydiae"
"911","OTU769","15Lf",0.0313947099913665,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Elusimicrobia"
"896","OTU732","8Lf",0.0310641007719429,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Fibrobacteres"
"539","OTU433","17Sf",0.0310023045046348,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","OP3"
"828","OTU71","18Lf",0.0307282597562225,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","GN04"
"916","OTU769","18Lf",0.0307282597562225,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Elusimicrobia"
"697","OTU535","7Lf",0.0306372549019608,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","SR1"
"868","OTU714","8Sf",0.030555623456941,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Lentisphaerae"
"720","OTU549","4Lf",0.0303893029653562,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","MVP-15"
"852","OTU714","10Lf",0.0299992500187495,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Lentisphaerae"
"544","OTU433","4Sf",0.0299122573783568,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","OP3"
"837","OTU71","8Lf",0.0295108957333458,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","GN04"
"64","OTU1028","14Sf",0.0290901795566255,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","ABY1_OD1"
"846","OTU714","5Lf",0.0284046314499069,"5Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","liquid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Lentisphaerae"
"905","OTU769","19Lf",0.0283456755128796,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Elusimicrobia"
"134","OTU1244","5Sf",0.0280680542361171,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","TM7"
"299","OTU238","5Sf",0.0280680542361171,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","GN02"
"44","OTU1007","8Lf",0.0279576906947486,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","SC4"
"281","OTU238","11Lf",0.0278164116828929,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","GN02"
"743","OTU582","19Sf",0.0278080038689397,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Crenarchaeota"
"177","OTU133","6Lf",0.0277720837658946,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","Caldiserica"
"717","OTU549","9Sf",0.0275637956797377,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","MVP-15"
"783","OTU594","9Sf",0.0275637956797377,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","BRC1"
"563","OTU444","10Lf",0.0274993125171871,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Armatimonadetes"
"877","OTU732","18Lf",0.0273140086721978,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Fibrobacteres"
"115","OTU1244","18Sf",0.0273074822501365,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","TM7"
"754","OTU582","18Sf",0.0273074822501365,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Crenarchaeota"
"817","OTU71","4Lf",0.0271904289690029,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","GN04"
"1024","OTU833","4Lf",0.0271904289690029,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","OP11"
"1036","OTU833","6Lf",0.0271108436762304,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","OP11"
"298","OTU238","7Lf",0.0271021870286576,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","GN02"
"613","OTU459","7Lf",0.0271021870286576,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Chlamydiae"
"782","OTU594","9Lf",0.0269243425973016,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","BRC1"
"759","OTU594","10Sf",0.0268456375838926,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","BRC1"
"673","OTU535","11Sf",0.026744277511209,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","SR1"
"763","OTU594","11Sf",0.026744277511209,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","BRC1"
"924","OTU769","5Lf",0.0261621605459669,"5Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","liquid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Elusimicrobia"
"760","OTU594","17Lf",0.025952305429799,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","BRC1"
"80","OTU1028","7Lf",0.0259238310708899,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","ABY1_OD1"
"538","OTU433","10Sf",0.0258513547104151,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","OP3"
"170","OTU133","10Lf",0.0258326875161454,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Caldiserica"
"1061","OTU890","5Sf",0.0248294325934882,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","TM6"
